Judul,Instansi,Lembaga,LembagaDetail,Author,PreProcess
Tingkat Kebugaran Jasmani IMT (Indek Masa Tubuh) Dan Komposisi Tubuh Satpam GOR UNY,Universitas Negeri Yogyakarta,LPNK,BSN,FATHUR RAHMAN,tingkat bugar jasmani imt indek tubuh komposisi tubuh satpam gor uny
Penerapan Pembelajaran Kontekstual Pada Mata Kuliah Restoran Untuk Meningkatkan Kompetensi Mahasiswa Pendidikan Teknik Boga Fakultas Teknik Universitas Negeri Yogyakarta,Universitas Negeri Yogyakarta,LPNK,BIG,PRIHASTUTI EKAWATININGSIH,terap ajar kontekstual kuliah restoran tingkat kompetensi mahasiswa didik teknik boga fakultas teknik universitas negeri yogyakarta
Pengembangan Media Video Pembelajaran Tari pada Mahasiswa Program Studi Pendidikan Seni Tari FBS UNY,Universitas Negeri Yogyakarta,LPNK,BATAN,HERLINAH,kembang media video ajar tari mahasiswa program studi didik seni tari fbs uny
Penanaman Nilai Melalui Matakuliah Pendidikan Karakter (Tanggapan Mahasiswa PSIAN FIS UNY),Universitas Negeri Yogyakarta,LPNK,LAPAN,SUGI RAHAYU,tanam nilai mata kuliah didik karakter tanggap mahasiswa psi fis uny
Tinjauan Etika Rekayasa atas Tragedi Challenge (Pendekatan Etika Kantian dan Etika Utilitarian),Universitas Gadjah Mada,LPNK,LIPI,SUDARYANTO,tinjau etika rekayasa tragedi challenge etika kanti etika utilitarian
INVENTARISASI KOSAKATA ARAB DALAM BAHASA INDONESIA DAN IMPLIKASINYA BAGI PENGAJARAN BAHASA INDONESIA,Universitas Ahmad Dahlan,LPNK,BPPT,SUDARYANTO,inventarisasi kosakata arab bahasa indonesia implikasi ajar bahasa indonesia
Konsep Seni dalam Pemikiran Susanne K. Langer,Universitas Gadjah Mada,LPNK,BAPETEN,SUDARYANTO,konsep seni pikir susanne langer
Pengembangan Media Audio Visual Matakuliah Praktikum Fisiologi Latihan,Universitas Negeri Yogyakarta,LPNK,BSN,PANGGUNG SUTAPA,kembang media audio visual mata kuliah praktikum fisiologi latih
Studi Ubahan Batuan Tipe Skarn di Desa Pagerjurang Kecamatan Bayat Kabupaten Klaten Provinsi Jawa Tengah,Universitas Gadjah Mada,LPNK,BIG,LUCAS DONNY SETIJADJI,studi ubah batu tipe skarn desa pagerjurang camat bayat kabupaten klaten provinsi jawa tengah
Perbadingan Karakteristik Fisik dan Geokimia Batuan Vulkanik Tipe Primer (Piroklastik Aliran Jatuhan dan Seruakan) dan Sekunder (Lahar) dari Hasil Kegiatan Erupsi Merapi 2010,Universitas Gadjah Mada,LPNK,BATAN,LUCAS DONNY SETIJADJI,perbadingan karakteristik fisik geokimia batu vulkanik tipe primer piroklastik alir jatuh rua sekunder lahar hasil giat erupsi rapi
Studi Perbandingan Kelimpahan Unsur Tanah jarang dalam Berbagai Jenis Batuan Beku di Indonesia,Universitas Gadjah Mada,LPNK,LAPAN,LUCAS DONNY SETIJADJI,studi banding limpah unsur tanah jarang jenis batu beku indonesia
Kontrol Vulkanisme dan Struktur Geologi terhadap Keterdapatan Sistem Panas Bumi Gunung Telomoyo Kabupaten Semarang Propinsi Jawa Tengah,Universitas Gadjah Mada,LPNK,LIPI,AGUNG HARIJOKO,kontrol vulkan struktur geologi sistem panas bumi gunung telomoyo kabupaten semarang propinsi jawa tengah
Penyelidikan Merkuri Gas Tanah Karbon Dioksida dan Suhu Udara Tanah untuk Mengetahui Persebaran Zona Panas di Kawasan Kawah Candradimuka dan Sekitarnya Kecamatan Batur Kabupaten Banjarnegara,Universitas Gadjah Mada,LPNK,BPPT,AGUNG HARIJOKO,lidi merkuri gas tanah karbon dioksida suhu udara tanah sebar zona panas kawasan kawah candradimuka camat batur kabupaten banjarnegara
Penelitian Rekonstruksi Hubungan Lava Bantal Pegunungan Selatan dengan Batuan Sedimen disekitarnya Studi Kasus Lava Bantal Watuadeg dan Lava Bantal Nampurejo,Universitas Gadjah Mada,LPNK,BAPETEN,AGUNG HARIJOKO,teliti rekonstruksi hubung lava bantal gunung selatan batu sedimen studi lava bantal watuadeg lava bantal nampurejo
Kompetensi Mahasiswa program Studi Pendidikan Teknik Boga Menurut Pendapat Industri Jasa Boga di Yogyakarta,Universitas Negeri Yogyakarta,LPNK,BSN,SRI PALUPI,kompetensi mahasiswa program studi didik teknik boga industri jasa boga yogyakarta
Efektivitas Program Doktor Pendidikan Teknologi dan Kejuruan pada Program Pascasarjana Universitas Negeri Yogyakarta Terhadap Peningkatan Karier dan Promosi Bagi Lulusan,Universitas Negeri Yogyakarta,LPNK,BIG,HERMINARTO SOFYAN,efektivitas program doktor didik teknologi juru program pascasarjana universitas negeri yogyakarta tingkat karier promosi lulus
Kesiapan Guru SMK Program Keahlian Teknik Bangunan di Daerah Istimewa Yogyakarta Dalam Melaksanakan Penilaian Pembelajaran Berdasarkan Kurikulum 2013,Universitas Negeri Yogyakarta,LPNK,BATAN,AMAT JAEDUN,siap guru smk program ahli teknik bangun daerah istimewa yogyakarta laksana nilai ajar dasar kurikulum
Evaluasi Kompetensi Mahasiswa S2 Pendidikan Teknologi dan Kejuruan Dalam Penyelesaian Tesis,Universitas Negeri Yogyakarta,LPNK,LAPAN,SOENARTO,evaluasi kompetensi mahasiswa didik teknologi juru selesai tesis
Pengaruh Tekstur Tanah dan Irigasi Terhadap Laju Pertumbuhan Tanaman Tebu.,Universitas Gadjah Mada,LPNK,LIPI,PUTU SUDIRA,pengaruh tekstur tanah irigasi laju tumbuh tanam tebu
Pembangkitan Data Curah Hujan Dengan Model Thomas-Fiering untuk Memprediksi Saat Tanam yang Tepat pada Tanaman Tembakau.,Universitas Gadjah Mada,LPNK,BPPT,PUTU SUDIRA,bangkit data curah hujan model thomas-fiering prediksi tanam tanam tembakau
Pembangkitan Data Curah Hujan dengan Model ARIMA untuk memprediksi saat tanam yang Tepat Pada Tanaman Tembakau.,Universitas Gadjah Mada,LPNK,BAPETEN,PUTU SUDIRA,bangkit data curah hujan model arima prediksi tanam tanam tembakau
Peta Tingkat Lahan Kritis dengan Menggunakan Areview di DAS Solo,Universitas Gadjah Mada,LPNK,BSN,PUTU SUDIRA,peta tingkat lahan kritis areview das solo
Mengukur Kerentanan Erosi Tanah Sebuah Daerah Aliran Sungai Menggunakan GIS (Geograpic Information System),Universitas Gadjah Mada,LPNK,BIG,PUTU SUDIRA,ukur rentan erosi tanah buah daerah alir sungai gis geograpic informasi sistem
Analisis Hubungan Antara Indeks Iklim Global Pola Curah Hujan dan Pola Tanam di Daerah Istimewa Yogyakarta,Universitas Gadjah Mada,LPNK,BATAN,PUTU SUDIRA,analisis hubung indeks iklim global pola curah hujan pola tanam daerah istimewa yogyakarta
Penelitian Fotogrametri dengan Metode Forward Looking Menggunakan Kamera Infra Merah Infra Merah Termal dan Visible : Metode Potensial untuk Pemetaan Geologi,Universitas Gadjah Mada,LPNK,LAPAN,AGUNG SETIANTO,teliti fotogrametri metode forward looking kamera infra merah infra merah termal visible metode potensial meta geologi
Pengembangan Infra-Red Particle Image Velocimeter untuk Visualisasi Aliran Fluida,Universitas Gadjah Mada,LPNK,LIPI,ADHIKA WIDYAPARAGA,kembang infra-red particle gambar velocimeter visualisasi alir fluida
Meminimalkan Keterlambatan Kereta Api dengan Optimasi Penjadwalan Kereta Api pada Jalur Selatan Pulau Jawa,Universitas Gadjah Mada,LPNK,BPPT,AGUS DARMAWAN,minimal lambat kereta api optimasi jadwal kereta api jalur selatan pulau jawa
Teknologi Tepat Guna Purifikasi Air Sebagai Penyediaan Air Bersih pada Kondisi Darurat Berbasis Masyarakat,Universitas Gadjah Mada,LPNK,BAPETEN,ADHY KURNIAWAN,teknologi purifikasi air sedia air bersih kondisi darurat bas masyarakat
Fiberglass-Concretre Application On Plain Concrete Shell,Universitas Gadjah Mada,LPNK,BSN,AGUS KURNIAWAN,fiberglass-concretre application on plain concrete shell
Change Of Flexural Strength and Water Absortion on Concrete Roof Tiles Due to Natural and Artificial Fibres Utilization,Universitas Gadjah Mada,LPNK,BIG,DIAN SESTINING AYU,ubah of flexural strength dan water absortion on concrete roof tiles due to natural dan artificial fibres utilization
Identifikasi Resiko Kecelakaan Berdasarkan Sistem Ergonomi Kerja,Universitas Gadjah Mada,LPNK,BATAN,AGUS NUGROHO,identifikasi resiko celaka dasar sistem ergonomi
Desain Sistem Pendukung Keputusan Evaluasi Supplier untuk Penentuan Kerjasama Menggunakan Metode Profile Matching,Universitas Ahmad Dahlan,LPNK,LAPAN,ELFITRI DWI RAHARDIANTI,desain sistem dukung putus evaluasi supplier kerjasama metode profile matching
Rancangan Bangun Perangkat Lunak M-Info Berbasis Lokasi Untuk Pengenalan Satwa Di Kebun Binatang XYZ,Universitas Ahmad Dahlan,LPNK,LIPI,HERMAN YULIANSYAH,rancang bangun perangkat lunak m-info bas lokasi kenal satwa kebun binatang xyz
IMPLEMENTASI DAN ANALISIS PENGELOMPOKKAN JUDUL KERJA PRAKTEK MENGGUNAKAN METODE SHARED NEARSET NEIGHBOUR (SNN),Universitas Ahmad Dahlan,LPNK,BPPT,LISNA ZAHROTUN,implementasi analisis kelompok judul praktek metode shared nearset neighbour snn
Faktor faktor yang mempengaruhi persepsi masyarakat pada koperasi simpan pinjam,Sekolah Tinggi Ilmu Ekonomi Nusa Megar Kencana,LPNK,BAPETEN,YURI MURDO,faktor faktor pengaruh persepsi masyarakat koperasi simpan pinjam
Implementasi Metode Constant Discharge untuk Menentukan Hydraulic Properties Tanah Unsaturateddi Laboratorium. (Implementation of The Constant Discharge Method to Determine Hydraulic Properties of Unsaturated Soil in Laboratory),Universitas Gadjah Mada,LPNK,BSN,AHMAD RIFA I,implementasi metode constant discharge hydraulic properties tanah unsaturateddi laboratorium implementation of the constant discharge method to determine hydraulic properties of unsaturated soil in laboratory
Inventarisasi Potensi Geologi Permukaan di Kabupaten Bojonegoro,Universitas Gadjah Mada,LPNK,BIG,AGUS HENDRATNO,inventarisasi potensi geologi muka kabupaten bojonegoro
Studi Geologi dan Kualitas Andesit di Daerah Hargorojo Kecamatan Bagelen Kabupaten Purworejo sebagai Bahan Bangunan,Universitas Gadjah Mada,LPNK,BATAN,AGUS HENDRATNO,studi geologi kualitas andesit daerah hargorojo camat bagelen kabupaten purworejo bahan bangun
Prediksi Jumlah Kasus Zoonosis pada Hewan berbasis Pemodelan Deret Waktu Animal Zoonosis Prediction based Time Series Modeling (Case: Avian Influenza),Universitas Gadjah Mada,LPNK,LAPAN,ADHISTYA ERNA PERMANASARI,prediksi zoonosis hewan bas model deret waktu animal zoonosis prediction based waktu series modeling kasus avian influenza
Model Peramalan Manajemen Bandwidth pada Jaringan UGM Hotspot di Jurusan Teknik Elektro dan Teknologi Informasi UGM.,Universitas Gadjah Mada,LPNK,LIPI,ADHISTYA ERNA PERMANASARI,model amal manajemen bandwidth jaring universitas gajah mada hotspot jurus teknik elektro teknologi informasi universitas gajah mada
Biostratigrafi Nannofosil Formasi Kepek Jalur Sungai Rambutan Kecamatan Paliyan Kabupaten Gunung Kidul -Yogyakarta,Universitas Gadjah Mada,LPNK,BPPT,AKMALUDDIN,biostratigrafi nannofosil formasi kepek jalur sungai rambutan camat paliyan kabupaten gunung kidul -yogyakarta
Penelitian Hubungan antara Evolusi Porositas dengan Karakteristik Diagenesis Batuan Karbonat Formasi Wonosari Kabupaten Gunung Kidul Provinsi Daerah Istimewa Yogyakarta,Universitas Gadjah Mada,LPNK,BAPETEN,SARJU WINARDI,teliti hubung evolusi porositas karakteristik diagenesis batu karbonat formasi wonosari kabupaten gunung kidul provinsi daerah istimewa yogyakarta
Karakteristik Mineralisasi Bijih Alterasi dan Fluida Hidrotermal pada Endapan Emas Mesotermal Awak Mas di Kabupaten Luwu Provinsi Sulawesi Selatan,Universitas Gadjah Mada,LPNK,BSN,ARIFUDIN,karakteristik mineralisasi bijih alterasi fluida hidrotermal endap emas mesotermal awak mas kabupaten luwu provinsi sulawesi selatan
Geological Mapping and Characterization of Carbonate-Basemental Epithermal Gold Deposit Hosted by Sedimentary Rocks as New Primary Gold Resources in Indonesia,Universitas Gadjah Mada,LPNK,BIG,ARIFUDIN,geological mapping dan characterization of carbonate-basemental epithermal emas deposit hosted oleh sedimentary rocks as baru primary emas resources in indonesia
Mineralisasi Emas di Gunung Gupit Magelang Jawa Tengah: Sebuah Penemuan Baru Prospek Emas Hidrotermal (Gold Mineralization at Gunung Gupit Magelang Central Java: A New Discovery of Hydrothermal-related gold prospect),Universitas Gadjah Mada,LPNK,BATAN,ARIFUDIN,mineralisasi emas gunung gupit magelang jawa tengah buah temu prospek emas hidrotermal emas mineralization at gunung gupit magelang central java baru discovery of hydrothermal-related emas prospect
Penelitian Karakteristik Batuan Vulkanik dan Asosiasi Sistem Hidrotermal di Wediombo Kabupaten Gunung Kidul Daerah Istimewa Yogyakarta,Universitas Gadjah Mada,LPNK,LAPAN,ARIFUDIN,teliti karakteristik batu vulkanik asosiasi sistem hidrotermal wediombo kabupaten gunung kidul daerah istimewa yogyakarta
Karakteristik Mineralisasi Endapan Fosfat di Gua Giriharjo dan Gua Ngrandu Kabupaten Gunungkidul Propinsi Daerah Istimewa Yogyakarta,Universitas Gadjah Mada,LPNK,LIPI,I WAYAN WARMADA,karakteristik mineralisasi endap fosfat gua giriharjo gua ngrandu kabupaten gunungkidul propinsi daerah istimewa yogyakarta
Studi Karakteristik Mineralogi dan Geomagnetik Endapan Bijih Besi di Daerah Kecamatan Pelaihari Kabupaten Tanah Laut Kalimantan Selatan,Universitas Gadjah Mada,LPNK,BPPT,I WAYAN WARMADA,studi karakteristik mineralogi geomagnetik endap bijih besi daerah camat pelaihari kabupaten tanah laut kalimantan selatan
Development and Characterization of Porous Biphasic Calcium Phosphate Bone Graft from Natural Biological Origin Raw Material for Biomedical Application,Universitas Gadjah Mada,LPNK,BAPETEN,MUHAMMAD KUSUMAWAN HERLIANSYAH,pengembangan dan characterization of porous biphasic calcium phosphate bone graft dari natural biological origin raw material untuk biomedical application
Pembuatan dan Karakterisasi Pasak Endodonti dengan Functionally Gradient Material Ti/HA Menggunakan Material HA Lokal,Universitas Gadjah Mada,LPNK,BSN,MUHAMMAD KUSUMAWAN HERLIANSYAH,karakterisasi pasak endodonti functionally gradient material ti ha material ha lokal
Pembuatan Scaffold Bovine Hydroxyapatite dari Tulang Sapi Merapi untuk Aplikasi Implan,Universitas Gadjah Mada,LPNK,BIG,ALVA EDY TONTOWI,scaffold bovine hydroxyapatite tulang sapi rapi aplikasi implan
Pengembangan perangkat deposisi biopasta untuk mesin printer 3D,Universitas Gadjah Mada,LPNK,BATAN,ALVA EDY TONTOWI,kembang perangkat deposisi biopasta mesin printer
Optimasi Kendali Static Synchronous Compensator pada Sistem Mesin Tunggal Dengan Metode Flower Pollination Control Optimation of Static Synchronous Compensator in a Single Machine Infinite Bus System using Flower Pollination Method,Universitas Gadjah Mada,LPNK,LAPAN,AVRIN NUR WIDIASTUTI,optimasi kendali static synchronous compensator sistem mesin tunggal metode flower pollination control optimation of static synchronous compensator in single mesin infinite bus sistem using flower pollination method
Keragaman Bunga Kembang Kertas Zinnia elegans Jaqc. Keturunan Half SIB,Universitas Gadjah Mada,LPNK,LIPI,AVRIN NUR WIDIASTUTI,ragam bunga kembang kertas zinnia elegans jaqc turun half sib
Geologi dan Karakteristik Keteknikan Batupasir Formasi Semilir di Tegalrejo Gunung Kidul Yogyakarta dan Pemanfaatannya sebagai Bahan Bangunan,Universitas Gadjah Mada,LPNK,BPPT,WAWAN BUDIANTA,geologi karakteristik teknik batupasir formasi milir tegalrejo gunung kidul yogyakarta manfaat bahan bangun
GEOLOGICAL AND GEOTECHNICAL INVESTIGATION RELATED TO THE POTENTIAL USE OF YOGYAKARTA SLAY AS A COMPATECD WASTE DISPOSAL  LINE MATERIAL,Universitas Gadjah Mada,LPNK,BAPETEN,WAWAN BUDIANTA,geological dan geotechnical investigation related to the potential gunakan of yogyakarta slay as compatecd waste disposal line material
Potensi Zeolit di Daerah Bantengwareng Kecamatan Gedangsari Kabupaten Gunungkidul Propinsi Daerah Istimewa Yogyarta dan Penggunaannya untuk Remidiasi Tanah Tercemar Kadmium (Dc),Universitas Gadjah Mada,LPNK,BSN,WAWAN BUDIANTA,potensi zeolit daerah bantengwareng camat gedangsari kabupaten gunungkidul propinsi daerah istimewa yogyarta remidiasi tanah cemar kadmium dc
Rancang bangun sistem elektronik dan sistem kontrol pada machining centre,Universitas Gadjah Mada,LPNK,BIG,MUSLIM MAHARDIKA,rancang bangun sistem elektronik sistem kontrol machining centre
Analisa dan Pengembangan Sistem Manajemen Inventory Berbasis Vendor Managed Inventory dan Fuzzy Logic dengan Teknologi Cloud,Universitas Gadjah Mada,LPNK,BATAN,ANDI SUDIARSO,analisa kembang sistem manajemen inventory bas vendor managed inventory fuzzy logic teknologi cloud
EVALUATION OF CREEP FACTOR OF INDONESIAN LAMINATED VENEER LUMBER (LVL) PARASERIANTHES FALCATARIA (EVALUASI NILAI CREEP KAYU LVL Paraserianthes Falcataria),Universitas Gadjah Mada,LPNK,LAPAN,ALI AWALUDIN,evaluation of creep factor of indonesian laminated veneer lumber lvl paraserianthes falcataria evaluasi nilai creep kayu lvl paraserianthes falcataria
Optimasi Sistem Energi di Kawasan UGM untuk Mendukung Yogyakarta Sebagai Smart Green City,Universitas Gadjah Mada,LPNK,LIPI,SENTAGI SESOTYA UTAMI,optimasi sistem energi kawasan universitas gajah mada dukung yogyakarta pintar green city
Penggabungan Teknologi Virtual Reality dengan Teknik Auralisasi Binaural untuk Metode Evaluasi Subyektif Akustik Ruang ( A Combine Technique of Virtual Reality Technology and Binaural Auralization as Subyective Evaluation Method for Room Acoustics ),Universitas Gadjah Mada,LPNK,BPPT,SENTAGI SESOTYA UTAMI,gabung teknologi virtual reality teknik aural binaural metode evaluasi subyektif akustik ruang combine technique of virtual reality technology dan binaural auralization as subyective evaluation method untuk room acoustics
Evaluasi kualitas akustik gitar listrik sebagai fungsi jenis kayu dan efek amplifier,Universitas Gadjah Mada,LPNK,BAPETEN,I MADE MIASA,evaluasi kualitas akustik gitar listrik fungsi jenis kayu efek amplifier
Analisis Optimasi Daya dan Karakteristik Getaran Pada Turbin Loopwing Dengan Penambahan Variasi  Sudut Diffuser”,Universitas Gadjah Mada,LPNK,BSN,I MADE MIASA,analisis optimasi daya karakteristik getar turbin loopwing variasi sudut diffuser
Evaluasi Model Layanan Pendidikan Anak Berkebutuhan Khusus di Taman Kanak-Kanak,Universitas Negeri Yogyakarta,LPNK,BIG,SUPARNO,evaluasi model layan didik mahasiswa butuh taman kanak-kanak
Studi Tentang Peran Musyawarah guru Mata Pelajaran Akuntansi Dalam Meningkatkan Profesi-onalitas Guru Akuntansi SMK Di DIY,Universitas Negeri Yogyakarta,LPNK,BATAN,ANI WIDAYATI,studi peran musyawarah guru ajar akuntansi tingkat profesi-onalitas guru akuntansi smk diy
Light Weight Brick Using Styrofoam As Aggregate By Prepacked Concrete Method,Universitas Gadjah Mada,LPNK,LAPAN,ASHAR SAPUTRA,light weight brick using styrofoam as aggregate oleh prepacked concrete method
Studi Awal Pengambilan Lesitin dari Minyak Kedelai,Universitas Gadjah Mada,LPNK,LIPI,RR WAHYU HASOKOWATI,studi ambil lesitin minyak kedelai
EPOXIDATION OF CORN OIL,Universitas Gadjah Mada,LPNK,BPPT,ASWATI MINDARYANI,epoxidation of corn oil
ABSORPSI CO2 DARI BIOGAS DENGAN LARUTAN ABU BATANG PISANG DALAM RANGKA PERSIAPAN UNTUK PEMBANGKIT TENAGA LISTRIK,Universitas Gadjah Mada,LPNK,BAPETEN,ASWATI MINDARYANI,absorpsi co biogas larut abu batang pisang rangka bangkit tenaga listrik
Studi Karakteristik Unit Pemisah CO2 dari Biogas dengan Larutan Abu Batang Pisang,Universitas Gadjah Mada,LPNK,BSN,ASWATI MINDARYANI,studi karakteristik unit pisah co biogas larut abu batang pisang
Pola Sistem Setting Natah Di Rumah Tinggal Orang Bali Pada Lahan Terbatas Di Yogyakarta (The Pattern Of Setting System Of Natah In Balinese House On A Limited Land In Yogyakarta),Universitas Gadjah Mada,LPNK,BIG,AHMAD SAIFULLAH MALANGJUDO,pola sistem setting natah rumah tinggal bal lahan batas yogyakarta the pattern of setting sistem of natah in balinese house on limited land in yogyakarta
Membangun Sistem Penalaran Dengan Penerapan Teorema Bayes Dalam Kasus Penentuan Penyakit Kandungan,Universitas Ahmad Dahlan,LPNK,BATAN,SRI WINIARTI,bangun sistem nalar terap teorema bayes sakit kandung
Sistem Representasi Knowledge untuk Penyakit pada Anak dengan Jaringan Semantik,Universitas Ahmad Dahlan,LPNK,LAPAN,SRI WINIARTI,sistem representasi pegetahuan sakit mahasiswa jaring semantik
